Gene,Retene_Rep1,Retene_Rep2,Retene_Rep3,Retene_Rep4,Control1_Rep1,Control1_Rep2,Control1_Rep3,Control1_Rep4
ENSDARG00000044326.5,7.761418316,8.23315472,7.794816673,7.818558732,7.376950483,7.682890552,7.70013899,7.604613621
ENSDARG00000105675.1,7.099821724,6.958359411,6.962745926,7.184470312,6.56745422,6.939090561,6.951099298,6.546215898
ENSDARG00000095893.3,6.822548544,6.999626812,6.62981952,6.80308597,7.411765183,6.873707611,6.904758189,6.841431872
ENSDARG00000038405.8,6.770681927,6.979298833,6.747986485,7.039293963,6.678905157,6.715881313,6.480718748,6.546215898
ENSDARG00000103003.1,7.44647096,6.696712405,7.079818287,7.039293963,7.026654583,7.212693081,7.31721775,6.680483164
ENSDARG00000003132.9,8.577726199,8.726917982,8.50439934,8.628143396,8.88362354,8.522130886,8.575707693,8.150387446
ENSDARG00000016439.9,8.315926315,8.36963117,8.565823356,8.744403005,8.73246148,8.728519666,8.486227793,8.533189864
ENSDARG00000099759.1,6.219712612,6.219712612,6.219712612,6.482024712,6.219712612,6.219712612,6.219712612,6.219712612
ENSDARG00000039901.6,7.468492744,7.496177633,7.749542939,7.754804032,7.569691246,7.709556801,7.576621358,7.462201535
ENSDARG00000102358.1,6.822548544,6.999626812,6.90586665,6.219712612,6.75386056,6.773772799,6.739619213,6.486490465
ENSDARG00000070845.3,6.955418233,7.019390261,6.594295998,6.773520828,6.806708222,7.227051202,6.58833111,7.183303143
ENSDARG00000078775.3,7.490043925,7.296220977,7.661505282,7.809664403,7.55494455,7.618038848,7.70013899,7.689964853
ENSDARG00000092339.3,6.219712612,6.661613352,6.219712612,6.219712612,6.219712612,6.219712612,6.480718748,6.219712612
ENSDARG00000105265.1,8.165127204,7.177348773,7.979265873,7.754804032,7.711300992,7.268765372,7.243541559,7.658733311
ENSDARG00000099008.1,7.638843263,7.849783029,7.972920066,8.006546579,7.612741329,7.598775699,7.554582954,7.604613621
ENSDARG00000101857.1,6.84679087,7.128121424,7.234237307,6.998252144,7.250627847,6.97932897,7.532072388,7.130000172
ENSDARG00000086612.3,6.681518969,6.47550747,6.692737643,6.63361504,6.432981617,6.959506953,6.739619213,6.989443413
ENSDARG00000102331.1,7.412496666,7.496177633,7.644718905,7.862037923,7.707006701,7.735601781,7.640131009,7.523928302
ENSDARG00000076830.4,12.24815199,12.11198125,12.14412494,12.45139015,13.02943301,12.94887435,12.67579768,12.79588643
ENSDARG00000068876.5,8.905865653,8.488230176,8.790155508,8.474921625,8.396918512,8.209963545,8.268563491,8.041231573
ENSDARG00000093475.2,6.219712612,6.661613352,6.219712612,6.831150346,6.219712612,6.219712612,6.58833111,6.219712612
ENSDARG00000107053.1,7.542018244,7.449883478,7.547415669,7.503383252,7.328468836,7.241176266,7.398531672,7.26531024
ENSDARG00000098057.1,9.206436458,8.9889675,9.309330569,9.410926849,9.030533947,9.314332466,9.369945681,9.353719554
ENSDARG00000093591.2,7.610704223,7.449883478,7.064187828,7.697157363,7.564798552,7.19809147,7.110862755,7.148154489
ENSDARG00000099017.1,6.742721584,6.219712612,6.457018342,6.219712612,6.219712612,6.219712612,6.706366022,6.71705336
ENSDARG00000041490.8,9.991966087,10.27248185,10.30989375,10.50769387,9.928356634,9.862560669,10.02601751,9.906606924
ENSDARG00000044355.3,6.219712612,6.219712612,6.662432489,6.482024712,6.645096499,6.219712612,6.219712612,6.596459811
ENSDARG00000100540.1,6.994307271,7.057383344,7.331368384,7.167690351,6.694880293,6.825922372,6.880273019,6.943733381
ENSDARG00000098839.1,6.914159018,6.696712405,6.944322344,6.954691716,7.044317052,6.715881313,6.800212374,6.71705336
ENSDARG00000099487.1,7.901824781,7.981594143,8.064803318,7.998957512,8.018187884,8.266573268,8.333728127,8.218211028
ENSDARG00000104966.1,6.219712612,6.999626812,6.457018342,6.831150346,6.888731993,6.219712612,6.670568393,6.596459811
ENSDARG00000097238.2,6.219712612,6.47550747,6.219712612,6.219712612,6.393898805,6.571416938,6.706366022,6.782858508
ENSDARG00000104580.1,7.177986734,7.337027602,7.048228942,7.336580688,7.29038122,7.371458408,6.973117673,7.499683072
ENSDARG00000025189.7,6.713106806,6.47550747,6.797771479,7.039293963,6.819156468,6.850296238,6.480718748,7.092409368
ENSDARG00000100833.2,12.84257488,11.98183655,12.80108133,12.38128752,12.487698,12.42391375,12.42165494,12.8921609
ENSDARG00000058444.8,9.511932294,9.439325244,9.442608604,8.831536346,9.603068679,9.727954503,9.603396339,9.639569105
ENSDARG00000002197.10,10.43571843,10.51013691,10.71310827,10.68199676,10.04943134,9.843339643,10.16682934,9.572731364
ENSDARG00000007823.9,8.362503481,8.364222919,8.386094068,8.642080585,8.46604162,7.946764476,8.776332869,7.986786734
ENSDARG00000041586.8,8.693512558,9.012621857,8.87872974,9.242206657,8.932162257,8.840908332,9.206877976,9.38198155
ENSDARG00000044098.6,7.377300765,7.144861169,7.440118218,7.657001508,7.574561416,7.453042609,7.243541559,6.919661333
ENSDARG00000063319.6,7.249468636,7.363274224,7.376352843,7.200922638,7.257377281,7.646304838,7.473554429,7.615656024
ENSDARG00000005578.7,10.46416917,10.29295923,10.63533671,10.67873197,10.38367862,10.59580959,10.34078442,10.11814433
ENSDARG00000062579.6,8.33163861,8.342362299,8.426722881,8.464402327,8.349568471,8.427765026,8.099859345,8.282601371
ENSDARG00000077252.3,8.228728737,8.052891762,8.064803318,7.184470312,7.667593264,8.03644231,7.680496726,7.700182629
ENSDARG00000095133.4,6.681518969,6.219712612,6.387607575,6.954691716,6.608265996,6.745659104,6.800212374,6.680483164
ENSDARG00000076554.4,7.601159096,7.437968862,7.365305083,7.184470312,8.198983842,7.673857471,7.709831633,7.26531024
ENSDARG00000103576.1,10.92156346,10.66774752,10.79183723,10.62771976,10.9119966,11.12336895,10.52859432,10.72339115
ENSDARG00000103414.1,8.538279657,8.569519384,8.73128401,8.551261745,8.668153421,8.692907338,8.526741626,8.739473276
ENSDARG00000089233.2,7.769682445,7.773519385,7.953680154,7.503383252,7.829244695,7.865280857,7.871505482,7.84331294
ENSDARG00000105091.1,7.353100396,7.161264449,7.221317263,7.200922638,7.617419637,7.227051202,6.951099298,7.396431987
ENSDARG00000100723.2,6.219712612,6.219712612,6.219712612,6.540757883,6.219712612,6.219712612,6.219712612,6.219712612
ENSDARG00000100219.1,6.870076341,7.238798128,6.90586665,7.232908845,6.961183316,6.998602243,6.739619213,6.943733381
ENSDARG00000100164.2,7.794122356,7.413700901,8.040967261,8.214943081,7.423099083,7.608450404,7.576621358,7.487342227
ENSDARG00000077474.4,8.607621619,8.637352414,8.601364451,8.95448141,8.568769769,8.696910847,8.608946398,8.608799151
ENSDARG00000093111.3,7.302748958,6.891289031,7.194882521,7.019062911,6.678905157,7.346826074,6.631562681,7.658733311
ENSDARG00000041232.5,11.01976334,11.5975142,11.56759291,11.71549019,11.47902258,11.21883506,11.64216851,11.56633736
ENSDARG00000102959.1,8.681572423,8.40687416,7.920913119,8.18907884,8.210347505,8.138521813,8.444434159,8.633082264
ENSDARG00000103715.1,7.531830102,7.653461006,7.653144265,7.217063781,7.483224586,7.682890552,7.288462934,7.487342227
ENSDARG00000094310.1,7.435275332,7.728850893,7.741819125,7.52674739,7.654136587,7.673857471,7.775438918,7.978806339
ENSDARG00000001760.10,7.400905912,7.238798128,7.208201675,7.538234726,8.02476868,7.785959278,8.06464581,7.88733832
ENSDARG00000059914.6,8.488423075,8.291784879,8.720624805,8.34854478,8.637878436,8.347068673,8.632193756,8.598961514
ENSDARG00000103636.2,7.879563702,7.623803906,7.757214486,7.782562466,7.719840463,7.268765372,7.928780508,7.615656024
ENSDARG00000095514.1,6.219712612,6.219712612,6.387607575,6.672812111,6.432981617,6.684118973,6.404397489,6.219712612
ENSDARG00000104740.1,6.870076341,6.999626812,6.821045746,7.078180904,7.439859304,7.168111878,7.128659551,7.487342227
ENSDARG00000093053.1,7.328264738,7.177348773,7.208201675,7.336580688,7.180093123,7.255077977,7.273737907,7.382731221
ENSDARG00000027497.6,7.833737615,7.643664744,7.873470971,8.169328027,7.777873204,8.088531135,7.650362608,7.921414305
ENSDARG00000086224.3,7.27650262,7.401338249,7.55663848,7.800701106,7.559883074,7.646304838,7.411438046,7.449391949
ENSDARG00000092452.1,6.742721584,6.219712612,6.594295998,6.672812111,6.588437412,6.745659104,6.539161672,6.546215898
ENSDARG00000092704.2,6.219712612,6.47550747,6.62981952,6.540757883,6.219712612,6.773772799,6.58833111,6.486490465
ENSDARG00000100523.2,7.521541166,7.413700901,7.234237307,7.454988768,7.434304035,7.655566144,7.680496726,7.165914791
ENSDARG00000078052.4,8.95908256,8.995767279,9.202866708,9.143159423,9.360371089,9.436687886,9.169986853,9.452912788
ENSDARG00000012196.11,8.755473873,8.77953484,8.826936493,8.96181252,8.897185631,8.997103525,8.632193756,8.791834481
ENSDARG00000074546.6,7.769682445,7.582950785,8.004322249,7.604642224,7.509414596,7.673857471,7.385451544,7.423267918
ENSDARG00000029916.7,7.207295974,7.267969669,7.365305083,7.560837316,7.499018904,7.453042609,7.31721775,7.615656024
ENSDARG00000104797.2,6.914159018,7.691795482,7.45035547,7.308144609,7.078439734,7.346826074,7.520632057,7.423267918
ENSDARG00000102638.1,7.116072287,7.337027602,7.528722431,7.491498995,7.19467142,7.528466173,6.973117673,7.296094035
ENSDARG00000022905.8,8.483796305,8.23914002,8.745367252,8.437731038,8.470677563,8.676773649,7.952509012,8.150387446
ENSDARG00000016227.6,6.39489751,6.580990472,6.692737643,6.540757883,6.465899927,6.649932262,6.219712612,6.680483164
ENSDARG00000068478.5,12.20575926,12.32416828,12.03055211,11.97930082,11.92090787,11.91726115,11.70220849,11.52937068
ENSDARG00000102198.1,7.666273234,7.582950785,7.966540784,7.782562466,7.900472615,7.794140483,7.70013899,7.929783091
ENSDARG00000099531.1,6.84679087,6.400705188,7.048228942,7.115196018,6.989988421,6.959506953,6.404397489,6.894662578
ENSDARG00000057769.5,6.935110109,6.580990472,6.554937416,6.976813512,6.627108659,6.395891062,7.110862755,6.812908824
ENSDARG00000028012.9,7.572001552,7.507429145,7.574845287,7.442518113,6.910269434,7.05350709,7.110862755,6.943733381
ENSDARG00000102071.1,7.938024547,7.833263873,8.040967261,7.442518113,8.073031787,7.802263915,7.411438046,7.912986424
ENSDARG00000104008.1,7.263087945,7.238798128,6.885741224,7.350480514,7.223100703,7.255077977,7.212272672,6.894662578
ENSDARG00000102393.1,8.796490028,8.37501707,8.516913212,8.331121215,8.697763826,8.680825171,8.379142555,8.594015481
ENSDARG00000102064.1,7.192767957,7.223841818,7.45035547,7.364178795,7.365060439,7.549038303,7.196203391,7.311103931
ENSDARG00000054562.5,10.03366542,9.982335718,10.10187653,9.723445279,9.503959983,8.822808296,9.803749943,9.56537943
ENSDARG00000091619.2,9.79389484,9.654222746,9.938255563,9.710639801,9.779948418,10.04020297,9.80573652,9.707848236
ENSDARG00000058053.6,8.717081198,7.996190857,8.35828915,8.101157546,8.585853645,8.724608656,7.846082267,8.469449244
ENSDARG00000088745.4,8.412373937,8.531883723,8.853077927,8.599827523,8.262982374,8.427765026,8.390253063,8.115054984
ENSDARG00000019588.6,9.192717321,8.911871254,9.195304119,9.314985623,9.094873238,9.254258653,9.295060556,9.128097346
ENSDARG00000104174.1,7.353100396,6.914422183,7.387274827,7.350480514,7.277324487,7.087988582,6.994456462,7.032362888
ENSDARG00000102455.1,6.569440766,6.936754662,6.219712612,6.590170514,6.219712612,6.649932262,6.631562681,6.71705336
ENSDARG00000045143.4,10.4942752,10.7897666,10.43348369,10.98561744,9.938043667,10.42719669,10.47615416,10.64249362
ENSDARG00000092755.1,6.219712612,6.219712612,6.219712612,6.219712612,6.219712612,6.219712612,6.219712612,6.219712612
ENSDARG00000062889.5,8.352296435,8.165386724,8.793540503,8.651292479,8.937087132,8.47106556,9.194688898,8.385182834
ENSDARG00000098776.1,6.822548544,6.532791877,6.980685894,6.482024712,6.980518793,6.800464485,6.670568393,6.486490465
ENSDARG00000102773.2,8.766783216,8.650517252,8.741860115,9.080838461,8.826217248,9.108103084,8.712710648,8.7832463
ENSDARG00000093366.1,8.09187282,7.833263873,7.979265873,8.490545238,8.198983842,8.352261126,7.960315512,8.086051108
ENSDARG00000022614.8,8.377665597,7.672794769,8.052942933,7.72635003,7.761592966,8.47106556,7.619374485,8.07869312
ENSDARG00000022631.7,7.377300765,6.936754662,6.944322344,7.200922638,7.061570483,7.282246892,7.302953048,7.26531024
ENSDARG00000088640.3,6.467309736,6.816134549,6.773465933,6.63361504,6.888731993,6.939090561,6.800212374,7.011222723
ENSDARG00000089124.3,12.24292055,13.11593704,12.6083737,13.31490819,12.2860896,12.82025037,12.96159194,13.35392814
ENSDARG00000103879.2,7.031168825,7.223841818,6.864943005,6.931822717,7.165257271,6.896256718,7.258767771,6.868629558
ENSDARG00000099347.1,6.219712612,6.400705188,6.510188452,6.219712612,6.219712612,6.571416938,6.770789282,6.546215898
ENSDARG00000100159.1,7.083227607,6.936754662,7.110163359,7.503383252,6.97091879,6.918027383,6.928337626,6.868629558
ENSDARG00000087429.2,6.647520759,6.729319182,6.219712612,6.482024712,6.831337315,6.524485248,6.58833111,6.219712612
ENSDARG00000095195.2,6.681518969,6.580990472,6.692737643,6.590170514,6.739768347,6.773772799,6.404397489,6.868629558
ENSDARG00000095837.1,6.610483016,6.219712612,6.387607575,6.708784654,6.608265996,6.524485248,6.219712612,6.812908824
ENSDARG00000091912.3,6.522770694,6.532791877,6.594295998,6.672812111,6.910269434,6.219712612,6.219712612,6.596459811
ENSDARG00000054448.6,8.129035859,8.087046731,8.422270258,8.208526255,8.021482707,8.299376245,7.846082267,8.048815495
ENSDARG00000032820.9,8.469818062,8.871640737,8.255988649,9.053738383,8.560145209,8.388039764,8.99069008,8.761535887
ENSDARG00000100513.2,8.194433141,8.422516608,8.479011467,8.632805195,8.956612474,8.132381273,8.681966599,8.288866086
ENSDARG00000036430.4,6.742721584,6.532791877,6.662432489,6.482024712,6.588437412,6.612688414,6.670568393,6.596459811
ENSDARG00000099760.1,6.935110109,7.350242071,7.208201675,7.293591096,7.44538369,7.549038303,7.212272672,6.782858508
ENSDARG00000056248.6,11.92786629,11.97216546,11.98630873,12.02536015,11.8150916,12.02946192,12.11492784,12.06091048
ENSDARG00000098495.1,7.207295974,6.891289031,7.110163359,7.167690351,7.094947218,7.308623379,7.054911128,7.23342848
ENSDARG00000043757.6,9.28861741,9.188607057,9.26675056,9.452698478,9.339660996,9.291130866,9.163742414,9.313173021
ENSDARG00000061718.5,6.994307271,6.936754662,7.015245714,7.150564781,7.008555378,7.321532684,6.854776942,6.919661333
ENSDARG00000095752.2,7.048924933,6.891289031,6.998175869,7.232908845,6.662333803,6.825922372,7.110862755,7.130000172
ENSDARG00000086912.2,10.30083686,10.17579182,10.05445246,10.37939256,10.3569187,10.0569606,10.33531375,10.75793375
ENSDARG00000075045.4,7.031168825,6.891289031,6.797771479,6.773520828,6.866425291,6.715881313,6.880273019,6.640632159
ENSDARG00000098174.1,8.885366309,8.659222845,8.859536026,8.485357843,8.207516109,8.770813264,8.636795344,8.67104581
ENSDARG00000105316.1,6.770681927,6.47550747,6.387607575,6.672812111,6.219712612,6.524485248,6.706366022,6.219712612
ENSDARG00000107760.1,9.623831773,9.55768003,9.724168064,9.952550411,9.67164362,9.393855363,9.008300028,9.540593353
ENSDARG00000096456.1,6.770681927,6.914422183,6.962745926,6.998252144,7.142492957,7.241176266,6.951099298,7.148154489
ENSDARG00000068283.5,6.84679087,6.914422183,6.925377061,7.336580688,7.119074004,6.97932897,7.31721775,7.130000172
ENSDARG00000075428.3,7.521541166,7.363274224,6.998175869,6.857912417,6.910269434,6.998602243,6.973117673,7.032362888
ENSDARG00000071173.5,9.025953006,9.320899963,9.111977991,8.924760712,9.507232724,9.471413522,9.672643909,9.417893526
ENSDARG00000061248.5,8.300020743,8.024869545,8.422270258,8.474921625,8.262982374,8.304763091,8.219004424,8.390972215
ENSDARG00000058284.5,8.347162709,8.03896057,8.016659644,8.195594508,8.262982374,8.451996364,7.960315512,8.618565157
ENSDARG00000105346.1,6.219712612,6.661613352,6.510188452,6.63361504,6.219712612,6.219712612,6.58833111,6.219712612
ENSDARG00000099907.1,7.601159096,7.323624103,7.718325395,7.560837316,8.02476868,7.90301284,8.134103701,7.88733832
ENSDARG00000063089.6,8.347162709,7.613735292,8.422270258,8.851487667,7.789933099,8.299376245,8.42841339,8.355844196
ENSDARG00000097770.1,7.786033476,8.073497707,7.838375826,7.983635816,8.152480543,8.304763091,8.703997695,8.703409583
ENSDARG00000096011.3,6.219712612,6.219712612,6.510188452,6.219712612,6.694880293,6.524485248,6.219712612,6.546215898
ENSDARG00000098222.1,8.217399337,8.493152144,8.508583757,8.96181252,8.660146374,8.575687888,8.546544433,8.453022438
ENSDARG00000095817.1,7.993765662,8.536646731,8.266089063,8.35430107,8.357160142,8.601681829,8.406743763,8.480287986
ENSDARG00000079946.4,8.251090097,8.093766149,8.281092172,8.021584523,8.577338996,8.531207945,8.280659325,8.331887434
ENSDARG00000061049.3,6.522770694,7.161264449,6.998175869,6.773520828,6.831337315,7.087988582,7.110862755,6.919661333
ENSDARG00000101421.1,6.994307271,7.111026023,7.296151197,7.039293963,6.910269434,7.183235121,6.480718748,6.989443413
ENSDARG00000094500.2,7.457542291,7.507429145,7.221317263,7.078180904,6.989988421,6.998602243,7.837483669,7.311103931
ENSDARG00000100257.2,6.219712612,6.47550747,6.219712612,6.540757883,6.627108659,6.649932262,6.219712612,6.219712612
ENSDARG00000096029.3,6.975135499,7.253503834,7.031922095,7.350480514,7.052993282,7.227051202,7.871505482,7.280833212
ENSDARG00000034852.8,10.23626358,10.65094811,10.36083778,10.75923638,9.32485612,9.862560669,10.04292661,9.594560794
ENSDARG00000101450.1,7.315594873,7.816506955,7.246969308,7.404135583,7.24382655,7.282246892,7.258767771,7.396431987
ENSDARG00000032761.7,7.500650754,7.337027602,7.718325395,7.754804032,7.676473811,7.932357789,7.650362608,7.700182629
ENSDARG00000012126.9,7.879563702,7.857955889,7.866535421,8.115091924,7.99823,8.088531135,8.356633518,8.198242724
ENSDARG00000099272.1,6.219712612,6.696712405,6.747986485,6.708784654,6.627108659,6.571416938,6.928337626,6.751021252
ENSDARG00000093774.2,8.73641329,8.875347164,8.613004911,8.769872092,9.066811363,8.95472763,9.042861622,9.161242392
ENSDARG00000077665.4,6.892504611,6.729319182,6.662432489,6.219712612,6.877679644,7.087988582,6.880273019,7.148154489
ENSDARG00000095013.4,6.935110109,6.661613352,6.980685894,6.831150346,6.951306932,6.825922372,7.163119881,7.032362888
ENSDARG00000100886.2,6.770681927,7.193130163,6.90586665,7.167690351,6.941283821,6.873707611,6.800212374,6.989443413
ENSDARG00000062634.4,8.469818062,8.422516608,8.29592227,8.46967245,8.713294828,8.747907387,8.655045928,8.698833355
ENSDARG00000013072.6,9.228110768,9.093949929,9.496664099,9.503231373,9.163342964,9.2462296,9.1384812,9.190413967
ENSDARG00000020191.8,7.490043925,7.20862333,7.331368384,7.72635003,7.126956198,7.383540175,7.258767771,7.130000172
ENSDARG00000014854.8,8.060031488,7.833263873,7.866535421,8.122001186,7.598583098,7.71830577,7.936742294,8.025921771
ENSDARG00000102030.1,6.797228536,6.219712612,6.219712612,6.219712612,6.545093041,6.745659104,6.670568393,6.219712612
ENSDARG00000103781.1,8.661434536,8.448180301,8.577775633,8.437731038,8.482196742,8.180685624,8.60424821,8.379367677
ENSDARG00000069552.4,9.156403549,9.597973259,9.197829533,9.165434455,9.459582736,9.369484164,9.18855424,9.580045305
ENSDARG00000074902.5,9.136451145,8.751456055,9.060035098,9.218095319,9.078696061,9.240851201,8.60424821,9.117998059
ENSDARG00000104302.1,6.39489751,6.219712612,6.510188452,6.540757883,6.393898805,6.873707611,6.670568393,6.408487223
ENSDARG00000076476.5,6.84679087,6.62337179,6.980685894,6.219712612,6.627108659,6.649932262,6.904758189,6.868629558
ENSDARG00000091043.2,9.025953006,8.71030913,8.793540503,8.843542007,8.895497675,8.883396473,8.983582804,8.941702073
ENSDARG00000059712.5,8.085569679,8.159042149,8.099717199,8.135706233,8.187517444,8.288534566,7.879859143,8.107867105
ENSDARG00000090869.2,6.522770694,6.580990472,6.219712612,6.708784654,6.793975148,6.873707611,7.128659551,6.841431872
ENSDARG00000029482.8,8.422123947,8.073497707,8.088188091,8.464402327,8.167197701,8.422864699,8.193483008,8.325828475
ENSDARG00000103739.1,10.24022118,10.00903318,10.24867656,10.37131695,9.906317137,10.24408067,10.17604786,10.12645149
ENSDARG00000086179.3,6.681518969,6.532791877,6.692737643,6.831150346,6.662333803,6.612688414,6.58833111,6.868629558
ENSDARG00000097650.1,7.601159096,7.401338249,7.661505282,7.74539869,7.654136587,7.726987016,7.775438918,7.511877003
ENSDARG00000076252.3,6.569440766,6.532791877,6.721153906,6.773520828,6.494875219,6.715881313,6.904758189,6.219712612
ENSDARG00000096003.2,8.200213759,8.512659202,8.50439934,8.642080585,8.318749848,8.261023756,8.673052591,8.453022438
ENSDARG00000089310.3,7.116072287,6.661613352,6.62981952,6.63361504,7.044317052,6.468712239,6.828142443,6.868629558
ENSDARG00000001804.7,7.638843263,7.461657667,7.246969308,7.293591096,7.55494455,7.475168839,7.110862755,7.130000172
ENSDARG00000094625.1,6.219712612,6.219712612,6.219712612,6.219712612,6.219712612,6.219712612,6.219712612,6.219712612
ENSDARG00000103056.2,9.013462613,8.943933504,9.306998622,9.280522915,9.260132462,9.316886901,9.036017948,9.164513959
ENSDARG00000091525.1,6.219712612,6.219712612,6.554937416,6.482024712,6.494875219,6.395891062,6.480718748,6.71705336
ENSDARG00000028804.5,7.872049161,8.080290735,8.390671159,7.975901791,7.833103483,8.304763091,8.42302944,8.041231573
ENSDARG00000098290.1,7.289720507,6.979298833,7.490291874,7.560837316,7.371023938,7.464166531,7.258767771,7.200339603
ENSDARG00000104134.1,7.423951822,7.238798128,7.259520296,7.078180904,7.111113225,7.070942251,7.110862755,7.26531024
ENSDARG00000098392.1,10.01064964,9.543989898,9.782035752,9.653774475,9.892263535,10.17465543,10.30204377,10.31695282
ENSDARG00000058332.5,7.263087945,7.350242071,7.331368384,7.308144609,7.400298504,7.01736679,7.22804745,7.200339603
ENSDARG00000097258.1,6.219712612,6.219712612,6.219712612,6.63361504,6.645096499,6.684118973,6.219712612,6.546215898
ENSDARG00000088040.2,7.328264738,7.20862333,7.259520296,7.115196018,7.111113225,6.97932897,8.021019156,7.249513019
ENSDARG00000089070.4,6.610483016,6.696712405,6.219712612,6.590170514,6.545093041,6.468712239,6.904758189,6.751021252
ENSDARG00000101918.1,6.822548544,6.914422183,6.797771479,7.058987531,7.142492957,7.371458408,6.951099298,7.368832692
ENSDARG00000042259.6,9.080807303,9.074861505,9.299979436,9.59453339,8.963059957,9.219128454,8.776332869,9.069873445
ENSDARG00000095142.3,8.431802068,8.65487708,8.881902742,8.331121215,8.377190774,8.32079012,8.219004424,7.938093733
ENSDARG00000093803.4,7.666273234,7.075681577,7.079818287,7.232908845,6.899592223,7.035657945,7.179824583,7.559266251
ENSDARG00000102853.1,7.099821724,6.729319182,6.843404446,6.831150346,6.645096499,6.468712239,6.539161672,6.219712612
ENSDARG00000104246.1,7.552108003,7.719701381,7.845479512,7.960283769,7.617419637,7.939582766,7.709831633,7.604613621
ENSDARG00000103456.1,8.020703905,7.882138704,7.734042188,7.625890228,8.218804052,7.842046985,7.837483669,8.288866086
ENSDARG00000074828.4,6.610483016,6.661613352,6.797771479,6.931822717,6.899592223,6.873707611,6.631562681,6.782858508
ENSDARG00000103498.1,6.569440766,6.842259183,6.457018342,6.482024712,6.989988421,6.998602243,7.179824583,6.919661333
ENSDARG00000077666.4,7.610704223,7.413700901,7.764834601,7.71670347,7.749228202,7.464166531,7.532072388,7.200339603
ENSDARG00000098134.1,6.742721584,6.78874119,6.510188452,6.540757883,6.521047176,6.395891062,7.146071405,6.966968687
ENSDARG00000093708.2,7.031168825,6.867269039,7.221317263,7.491498995,6.767574457,6.918027383,7.128659551,7.296094035
ENSDARG00000004702.8,9.385603665,9.414414736,9.504799631,9.431967402,9.099252709,9.251587414,8.936471486,8.934006035
ENSDARG00000099046.1,6.797228536,6.219712612,6.219712612,6.540757883,6.678905157,6.959506953,6.951099298,6.596459811
ENSDARG00000087301.5,9.162052172,9.606773695,9.690773191,9.783761863,9.743527085,9.669532461,10.03449709,9.716708895
ENSDARG00000039687.6,6.219712612,6.219712612,6.219712612,6.219712612,6.219712612,6.219712612,6.219712612,6.219712612
ENSDARG00000054941.6,8.397611562,8.227141212,8.684475776,8.674050393,8.367213953,8.49916305,8.134103701,8.463996335
ENSDARG00000077542.4,6.770681927,6.729319182,6.944322344,6.773520828,6.662333803,6.684118973,7.035308233,6.894662578
ENSDARG00000096313.1,8.747881705,8.641755018,8.677128539,8.490545238,8.367213953,8.830077085,8.72136791,8.419541022
ENSDARG00000071449.6,9.06578628,9.04572758,9.057246693,9.008538826,8.760713265,8.914420915,8.526741626,8.898831211
ENSDARG00000098584.1,7.289720507,7.449883478,7.636227987,7.74539869,7.340824727,7.418905913,7.258767771,7.382731221
ENSDARG00000089079.4,7.966216787,7.572488698,8.122460061,7.809664403,7.711300992,7.598775699,7.72896872,7.938093733
ENSDARG00000105114.1,7.648063219,7.449883478,7.80951927,7.782562466,7.423099083,8.016326098,7.520632057,7.730286823
ENSDARG00000056566.7,10.33822832,10.00737914,10.44716267,9.653774475,10.1548331,10.19129635,9.759328209,9.794062454
ENSDARG00000016348.10,9.071814204,8.834014435,9.111977991,9.362403589,9.077216025,9.069036566,8.925367125,9.171034164
ENSDARG00000100683.1,7.377300765,6.78874119,6.998175869,7.232908845,6.545093041,6.219712612,6.770789282,7.368832692
ENSDARG00000069827.4,7.511148924,7.425909514,7.398074631,7.764132121,7.54998271,7.664749836,7.690361293,7.88733832
ENSDARG00000038988.8,6.219712612,6.914422183,6.219712612,6.219712612,6.521047176,6.219712612,6.219712612,6.219712612
ENSDARG00000075027.5,6.467309736,6.78874119,6.510188452,6.590170514,6.999332452,6.896256718,6.770789282,7.148154489
ENSDARG00000056036.6,9.831219768,9.50682128,9.572123883,9.55441449,9.691872769,9.73746204,9.827407767,9.939084646
ENSDARG00000029406.3,8.027346633,8.262804886,7.838375826,8.087065405,7.95382869,7.975070302,8.006124966,7.806858043
ENSDARG00000100105.1,6.467309736,6.219712612,6.219712612,6.219712612,6.432981617,6.468712239,6.219712612,6.812908824
ENSDARG00000092842.1,8.336833976,8.159042149,8.372265731,8.006546579,8.454380004,8.580055431,8.622943048,8.598961514
ENSDARG00000101393.1,10.01836286,9.904454703,9.518925042,10.04363938,9.979276831,10.09875007,10.50930485,10.37102695
ENSDARG00000088743.2,6.742721584,6.914422183,6.457018342,6.742199673,6.806708222,6.649932262,6.854776942,6.751021252
ENSDARG00000070741.5,6.569440766,6.219712612,6.457018342,6.590170514,6.219712612,6.468712239,6.219712612,6.219712612
ENSDARG00000020845.9,9.077816069,8.922641862,9.395192956,9.274695884,9.181322209,9.32198187,9.166868128,9.196814581
ENSDARG00000102243.1,6.219712612,6.891289031,6.843404446,6.482024712,6.806708222,6.395891062,6.706366022,6.408487223
ENSDARG00000088136.2,9.838219621,9.67736483,9.897320605,9.885899095,9.862885726,10.08693439,9.846826616,9.879293521
ENSDARG00000101389.1,6.610483016,7.128121424,7.440118218,6.80308597,7.223100703,6.959506953,7.146071405,7.296094035
ENSDARG00000087359.4,6.975135499,6.936754662,7.095138067,7.293591096,7.126956198,7.19809147,7.258767771,7.249513019
ENSDARG00000069484.5,8.912631375,8.904643701,9.093066279,9.351389517,8.971077174,9.096199155,8.899103049,9.174282876
